Location,Week,Model,Surface Temperature,Middle Temperature,Bottom Temperature,pH,Ammonia,Nitrate,Phosphate,Dissolved Oxygen,WQI,WQI_Status,Ammonia_Level,Nitrate_Level,Phosphate_Level
SAN ISIDRO,Week 28,CNN,0.52901113,0.6380216,0.2866915,0.6298982,0.0039513214,0.12250365,0.6513621,0.2835846,73.17592518072463,Poor,Low,Low,High
SAN ISIDRO,Week 28,LSTM,0.50767535,0.6525249,0.29706258,0.6564485,0.018324157,0.105273806,0.65546334,0.29245,73.17564217845603,Poor,Low,Low,High
SAN ISIDRO,Week 28,CNN-LSTM,0.4978656,0.62889236,0.27298355,0.61214644,0.021625232,0.08402633,0.60516983,0.2793952,73.17529318609661,Poor,Low,Low,High
SAN ISIDRO,Week 29,CNN,0.5297837,0.6386225,0.2861924,0.62915283,0.00482257,0.121274576,0.65078205,0.28130138,73.17590499303574,Poor,Low,Low,High
SAN ISIDRO,Week 29,LSTM,0.5085221,0.652878,0.29700017,0.655344,0.018227266,0.10524907,0.655396,0.2903529,73.17564177216425,Poor,Low,Low,High
SAN ISIDRO,Week 29,CNN-LSTM,0.49881133,0.6298851,0.27286813,0.6106835,0.022053987,0.083649725,0.6054229,0.2774787,73.17528700031401,Poor,Low,Low,High
SAN ISIDRO,Week 30,CNN,0.52964133,0.63842255,0.28523272,0.6285941,0.005578924,0.1202435,0.6514723,0.2800803,73.17588805748792,Poor,Low,Low,High
SAN ISIDRO,Week 30,LSTM,0.5090201,0.65332615,0.29684237,0.65447295,0.01813411,0.10510015,0.6553387,0.28850165,73.17563932613527,Poor,Low,Low,High
SAN ISIDRO,Week 30,CNN-LSTM,0.49983034,0.6306818,0.2728728,0.6092662,0.022209724,0.083524615,0.60556746,0.27571777,73.17528494536715,Poor,Low,Low,High
SAN ISIDRO,Week 31,CNN,0.52972823,0.63914967,0.2845249,0.6279447,0.005164449,0.11925116,0.6507677,0.27818176,73.17587175818358,Poor,Low,Low,High
SAN ISIDRO,Week 31,LSTM,0.50925416,0.6537259,0.29640794,0.653665,0.018107576,0.10483794,0.6555256,0.2869535,73.17563501930435,Poor,Low,Low,High
SAN ISIDRO,Week 31,CNN-LSTM,0.50014496,0.6314632,0.2724214,0.60774875,0.022471014,0.08332884,0.6058509,0.2740687,73.17528172973913,Poor,Low,Low,High
SAN ISIDRO,Week 32,CNN,0.5302307,0.6397286,0.284638,0.62782973,0.0049483743,0.11823175,0.65085495,0.27671286,73.17585501425121,Poor,Low,Low,High
SAN ISIDRO,Week 32,LSTM,0.5092023,0.6540825,0.29594254,0.6528455,0.018086968,0.10451762,0.6555423,0.28548416,73.17562975800966,Poor,Low,Low,High
SAN ISIDRO,Week 32,CNN-LSTM,0.50052017,0.6317365,0.27196217,0.60688084,0.022641988,0.08327389,0.6059076,0.27262905,73.17528082717874,Poor,Low,Low,High
SAN ISIDRO,Week 33,CNN,0.5308699,0.64062834,0.2844487,0.627443,0.0047889324,0.118048586,0.6511352,0.27560753,73.17585200576039,Poor,Low,Low,High
SAN ISIDRO,Week 33,LSTM,0.50933397,0.6544872,0.29549956,0.6522543,0.018022655,0.104112945,0.65548784,0.28422692,73.1756231111739,Poor,Low,Low,High
SAN ISIDRO,Week 33,CNN-LSTM,0.5006833,0.63219523,0.27149576,0.60601526,0.022798646,0.083123125,0.6060815,0.27128398,73.1752783508454,Poor,Low,Low,High
SAN ISIDRO,Week 34,CNN,0.5312819,0.6415834,0.28457612,0.6273759,0.0048803193,0.11721203,0.651549,0.27503318,73.17583826522706,Poor,Low,Low,High
SAN ISIDRO,Week 34,LSTM,0.509452,0.65494186,0.29528698,0.65171146,0.017959516,0.10382127,0.65540916,0.283117,73.17561832037681,Poor,Low,Low,High
SAN ISIDRO,Week 34,CNN-LSTM,0.5013179,0.6325668,0.27123713,0.60536623,0.022858746,0.08299326,0.6061522,0.27016604,73.1752762177971,Poor,Low,Low,High
SAN ISIDRO,Week 35,CNN,0.53179497,0.6421614,0.28441402,0.6268898,0.004991866,0.11655575,0.65172863,0.27470854,73.1758274857488,Poor,Low,Low,High
SAN ISIDRO,Week 35,LSTM,0.50961936,0.6554341,0.29530743,0.65136653,0.017893597,0.10356637,0.65538144,0.28214422,73.17561413361352,Poor,Low,Low,High
SAN ISIDRO,Week 35,CNN-LSTM,0.50188345,0.6333514,0.2712135,0.60475564,0.023023121,0.08276348,0.60640436,0.26903448,73.17527244363285,Poor,Low,Low,High
SAN ISIDRO,Week 36,CNN,0.53152776,0.6426868,0.28379118,0.6261908,0.00540716,0.11593842,0.6514199,0.27400625,73.17581734602898,Poor,Low,Low,High
SAN ISIDRO,Week 36,LSTM,0.5097607,0.6559019,0.29547215,0.651041,0.017832315,0.10339029,0.65533894,0.28132907,73.17561124147826,Poor,Low,Low,High
SAN ISIDRO,Week 36,CNN-LSTM,0.50246537,0.6339861,0.2713505,0.6042357,0.023141548,0.082575195,0.60649925,0.2680883,73.17526935102899,Poor,Low,Low,High
SAN ISIDRO,Week 37,CNN,0.5314385,0.6430957,0.2839664,0.62580836,0.0055136164,0.11524252,0.6508557,0.27322322,73.17580591578744,Poor,Low,Low,High
SAN ISIDRO,Week 37,LSTM,0.5096282,0.6561946,0.29553777,0.65050554,0.017824043,0.10322124,0.6552813,0.2805674,73.17560846481159,Poor,Low,Low,High
SAN ISIDRO,Week 37,CNN-LSTM,0.5026457,0.6346063,0.27144325,0.60366195,0.02325584,0.082396805,0.6066475,0.267148,73.17526642095169,Poor,Low,Low,High
SAN ISIDRO,Week 38,CNN,0.5311743,0.643527,0.28391898,0.62518305,0.005605725,0.11488023,0.6502818,0.27216434,73.17579996513044,Poor,Low,Low,High
SAN ISIDRO,Week 38,LSTM,0.50941706,0.6564116,0.29560304,0.64989555,0.017809631,0.10301402,0.6550891,0.27986738,73.17560506119807,Poor,Low,Low,High
SAN ISIDRO,Week 38,CNN-LSTM,0.50267005,0.63498634,0.2715362,0.6031511,0.023361307,0.08227915,0.6066216,0.2662999,73.1752644884541,Poor,Low,Low,High
SAN ISIDRO,Week 39,CNN,0.5308691,0.6440254,0.28432572,0.62436193,0.0054032076,0.1144571,0.64997655,0.27122667,73.17579301516908,Poor,Low,Low,High
SAN ISIDRO,Week 39,LSTM,0.5091157,0.6565431,0.29559314,0.64916164,0.017804993,0.10278722,0.6547962,0.27915135,73.17560133598067,Poor,Low,Low,High
SAN ISIDRO,Week 39,CNN-LSTM,0.50257355,0.63533956,0.2715524,0.6025342,0.023462847,0.082142554,0.6066035,0.26556516,73.17526224484831,Poor,Low,Low,High
SAN ISIDRO,Week 40,CNN,0.5306537,0.64424425,0.28440267,0.62369883,0.0053964863,0.11411906,0.6496307,0.27023098,73.17578746282126,Poor,Low,Low,High
SAN ISIDRO,Week 40,LSTM,0.5087869,0.65666956,0.29562896,0.6483608,0.017801069,0.10256158,0.6544283,0.27844474,73.17559762981642,Poor,Low,Low,High
SAN ISIDRO,Week 40,CNN-LSTM,0.50242233,0.6355069,0.27159545,0.6019525,0.02352545,0.08202951,0.606461,0.2647857,73.17526038808695,Poor,Low,Low,High
SAN ISIDRO,Week 41,CNN,0.53030676,0.6442178,0.28432098,0.62274086,0.005491094,0.113740526,0.6493376,0.26956967,73.17578124535459,Poor,Low,Low,High
SAN ISIDRO,Week 41,LSTM,0.50840384,0.6567364,0.29567587,0.6475547,0.017779518,0.102358416,0.65399516,0.27773172,73.17559429282319,Poor,Low,Low,High
SAN ISIDRO,Week 41,CNN-LSTM,0.50230455,0.635761,0.2716846,0.6012529,0.023589384,0.08189852,0.6063331,0.26407936,73.17525823656038,Poor,Low,Low,High
SAN ISIDRO,Week 42,CNN,0.52983224,0.64428735,0.28431633,0.62202424,0.005515908,0.11334555,0.6489507,0.2689242,73.17577475782609,Poor,Low,Low,High
SAN ISIDRO,Week 42,LSTM,0.5079444,0.6567876,0.29573184,0.64676166,0.01777601,0.10219105,0.6536035,0.277058,73.17559154381642,Poor,Low,Low,High
SAN ISIDRO,Week 42,CNN-LSTM,0.5021689,0.63594353,0.27180034,0.60051155,0.023621675,0.08178828,0.6061446,0.2633475,73.17525642585507,Poor,Low,Low,High
SAN ISIDRO,Week 43,CNN,0.5293488,0.6442395,0.28422216,0.62119436,0.0056100655,0.11296316,0.648357,0.2683272,73.17576847702415,Poor,Low,Low,High
SAN ISIDRO,Week 43,LSTM,0.50743437,0.6567823,0.2957905,0.64596117,0.017773036,0.10203593,0.65320015,0.27640885,73.17558899595168,Poor,Low,Low,High
SAN ISIDRO,Week 43,CNN-LSTM,0.501959,0.636119,0.27187526,0.5997356,0.02367831,0.08169426,0.60595745,0.26267242,73.17525488156522,Poor,Low,Low,High
SAN ISIDRO,Week 44,CNN,0.5288653,0.6442497,0.28422654,0.6204728,0.005610021,0.11265456,0.64784855,0.26768658,73.17576340823189,Poor,Low,Low,High
SAN ISIDRO,Week 44,LSTM,0.5068711,0.65673006,0.29580942,0.64514923,0.017775208,0.10188212,0.65278137,0.27580684,73.17558646960386,Poor,Low,Low,High
SAN ISIDRO,Week 44,CNN-LSTM,0.50170493,0.6362178,0.2719831,0.59897166,0.023729363,0.081613526,0.60572594,0.26205257,73.17525355549952,Poor,Low,Low,High
SAN ISIDRO,Week 45,CNN,0.5283093,0.6443704,0.28438264,0.6197517,0.0054469462,0.11242721,0.6473497,0.2670664,73.17575967398068,Poor,Low,Low,High
SAN ISIDRO,Week 45,LSTM,0.5062984,0.6566451,0.29579732,0.64431447,0.017773114,0.10173138,0.65235573,0.2752391,73.17558399368116,Poor,Low,Low,High
SAN ISIDRO,Week 45,CNN-LSTM,0.5013255,0.6362569,0.27201557,0.59818125,0.023782287,0.08154062,0.6054669,0.26148343,73.17525235800966,Poor,Low,Low,High
SAN ISIDRO,Week 46,CNN,0.5278471,0.6443808,0.2844956,0.61904037,0.0053165127,0.11219971,0.6468977,0.26641056,73.1757559372657,Poor,Low,Low,High
SAN ISIDRO,Week 46,LSTM,0.50570506,0.65651965,0.2958222,0.6434703,0.01776314,0.10159583,0.65188444,0.2746713,73.17558176725603,Poor,Low,Low,High
SAN ISIDRO,Week 46,CNN-LSTM,0.50094074,0.6362428,0.27210557,0.59740466,0.023834277,0.08145832,0.60515124,0.26090333,73.17525100622223,Poor,Low,Low,High
SAN ISIDRO,Week 47,CNN,0.5273321,0.6443468,0.2846025,0.6182307,0.0051920335,0.11207365,0.6465531,0.26581013,73.17575386671497,Poor,Low,Low,High
SAN ISIDRO,Week 47,LSTM,0.50513375,0.65637106,0.29586035,0.64265823,0.017737772,0.10148203,0.6514059,0.2741042,73.17557989807729,Poor,Low,Low,High
SAN ISIDRO,Week 47,CNN-LSTM,0.50050557,0.6362042,0.2721682,0.59663033,0.023882305,0.0813766,0.6048301,0.260359,73.17524966396135,Poor,Low,Low,High
SAN ISIDRO,Week 48,CNN,0.5267933,0.6442412,0.2846157,0.6174601,0.0051406343,0.11184149,0.64607364,0.26522377,73.17575005345894,Poor,Low,Low,High
SAN ISIDRO,Week 48,LSTM,0.5045651,0.65620285,0.29592296,0.6418476,0.017711844,0.10140104,0.6509339,0.27353987,73.17557856780677,Poor,Low,Low,High
SAN ISIDRO,Week 48,CNN-LSTM,0.5000867,0.63616854,0.27228686,0.5958416,0.023927717,0.08128687,0.60449463,0.25980064,73.17524819013526,Poor,Low,Low,High
SAN ISIDRO,Week 49,CNN,0.5262681,0.64410347,0.28463507,0.61671275,0.005126157,0.11166173,0.64562905,0.2646636,73.17574710087922,Poor,Low,Low,High
SAN ISIDRO,Week 49,LSTM,0.503988,0.65600455,0.29597452,0.6410633,0.017686373,0.10132883,0.6504723,0.27298126,73.1755773817488,Poor,Low,Low,High
SAN ISIDRO,Week 49,CNN-LSTM,0.49965927,0.63611734,0.27238816,0.5950685,0.023980536,0.08120885,0.60416615,0.25928015,73.17524690864734,Poor,Low,Low,High
SAN ISIDRO,Week 50,CNN,0.52565557,0.64400303,0.28465727,0.615944,0.0050985184,0.11148027,0.64517415,0.26409492,73.1757441203768,Poor,Low,Low,High
SAN ISIDRO,Week 50,LSTM,0.5034251,0.65579814,0.29599342,0.6402928,0.017663727,0.10125952,0.65003556,0.27245083,73.17557624332368,Poor,Low,Low,High
SAN ISIDRO,Week 50,CNN-LSTM,0.49921843,0.63606435,0.27248538,0.59427625,0.024030887,0.08113588,0.60383475,0.25877306,73.17524571010628,Poor,Low,Low,High
SAN ISIDRO,Week 51,CNN,0.5250972,0.64384764,0.28466672,0.6152206,0.005048915,0.11131123,0.6447171,0.26352063,73.17574134387439,Poor,Low,Low,High
SAN ISIDRO,Week 51,LSTM,0.50284743,0.6555711,0.2959866,0.63951844,0.017646348,0.1011881,0.649608,0.27193382,73.17557507024155,Poor,Low,Low,High
SAN ISIDRO,Week 51,CNN-LSTM,0.49876395,0.6359727,0.27256012,0.59350073,0.024080742,0.08106651,0.6035053,0.25829336,73.17524457069565,Poor,Low,Low,High
SAN ISIDRO,Week 52,CNN,0.5244981,0.64365107,0.28464183,0.6144526,0.0049717533,0.1112071,0.64431226,0.2629672,73.17573963352658,Poor,Low,Low,High
SAN ISIDRO,Week 52,LSTM,0.50227,0.65533084,0.29595196,0.63874876,0.017625187,0.10111494,0.64918196,0.2714336,73.1755738685797,Poor,Low,Low,High
SAN ISIDRO,Week 52,CNN-LSTM,0.49827638,0.63585913,0.27261817,0.5927296,0.024124444,0.08100689,0.6031577,0.25781977,73.17524359142995,Poor,Low,Low,High
QUILING,Week 1,CNN,0.22302516,0.4501373,0.21676336,0.44928414,0.07628216,0.0010613394,0.44934502,0.18888497,64.74978706306261,Poor,Low,Low,Moderate
QUILING,Week 1,LSTM,0.30790585,0.53086084,0.19519047,0.41317073,0.009676112,0.05727554,0.54963976,0.16802174,73.1748538011401,Poor,Low,Low,High
QUILING,Week 1,CNN-LSTM,0.3790276,0.61224705,0.24973872,0.4077516,0.029758928,0.09244048,0.5123113,0.17910022,73.17543138952657,Poor,Low,Low,High
QUILING,Week 2,CNN,0.19487481,0.48668215,0.1651299,0.4697629,-0.0471096,0.09929251,0.5377795,0.21111001,73.17554393494686,Poor,Low,Low,High
QUILING,Week 2,LSTM,0.2752028,0.5357716,0.205172,0.46630943,0.011383573,0.056408055,0.55308145,0.17691451,73.17483955259421,Poor,Low,Low,High
QUILING,Week 2,CNN-LSTM,0.28727806,0.5687472,0.23963444,0.46904835,0.02363859,0.09128984,0.5226958,0.17264669,73.17541249012561,Poor,Low,Low,High
QUILING,Week 3,CNN,0.19708286,0.45303485,0.20145607,0.49464038,-0.046882186,0.13025764,0.53771853,0.16018179,73.17605254094686,Poor,Low,Low,High
QUILING,Week 3,LSTM,0.24423404,0.5189032,0.20822099,0.49194902,0.010161969,0.06689975,0.5570393,0.17181873,73.17501187995168,Poor,Low,Low,High
QUILING,Week 3,CNN-LSTM,0.25036347,0.53910786,0.21776132,0.503129,0.023738146,0.097395025,0.5207738,0.15552701,73.17551276852657,Poor,Low,Low,High
QUILING,Week 4,CNN,0.22790703,0.4279772,0.16277967,0.47284704,-0.042232763,0.07862347,0.56649154,0.18322282,73.1752044434686,Poor,Low,Low,High
QUILING,Week 4,LSTM,0.22718795,0.5148011,0.20875062,0.5141965,0.008937318,0.07721566,0.5575896,0.16654083,73.17518132001932,Poor,Low,Low,High
QUILING,Week 4,CNN-LSTM,0.22805688,0.5250031,0.22677204,0.52342993,0.014988941,0.08684189,0.5317093,0.16453776,73.17533943200966,Poor,Low,Low,High
QUILING,Week 5,CNN,0.17894101,0.4695234,0.17092484,0.505504,-0.005544278,0.13854821,0.565911,0.16485399,73.17618871456038,Poor,Low,Low,High
QUILING,Week 5,LSTM,0.22066095,0.5136172,0.20697694,0.52912736,0.008247335,0.08624565,0.5613802,0.17155248,73.17532963869566,Poor,Low,Low,High
QUILING,Week 5,CNN-LSTM,0.21780838,0.51199204,0.20564385,0.5035554,0.007889386,0.08593613,0.53876555,0.18174058,73.17532455479227,Poor,Low,Low,High
QUILING,Week 6,CNN,0.2574322,0.4338378,0.1913074,0.53026134,-0.030156188,0.10334067,0.5826276,0.10287771,73.17561042646376,Poor,Low,Low,High
QUILING,Week 6,LSTM,0.20701833,0.50598484,0.19824757,0.53631014,0.011835743,0.09167282,0.56989086,0.17842337,73.17541878061836,Poor,Low,Low,High
QUILING,Week 6,CNN-LSTM,0.2086246,0.4998935,0.21295376,0.5319612,0.0060326066,0.08242958,0.54666036,0.18032375,73.17526695928503,Poor,Low,Low,High
QUILING,Week 7,CNN,0.2678393,0.44951403,0.16025314,0.52982175,-0.027773477,0.09729416,0.5914248,0.07151462,73.17551111180676,Poor,Low,Low,High
QUILING,Week 7,LSTM,0.21807627,0.50339776,0.19402769,0.5469467,0.0071316836,0.09577653,0.56836814,0.17791307,73.17548618455072,Poor,Low,Low,High
QUILING,Week 7,CNN-LSTM,0.2071967,0.4918658,0.19432893,0.5325912,0.005576374,0.083638415,0.55628127,0.19243063,73.1752868145459,Poor,Low,Low,High
QUILING,Week 8,CNN,0.24092662,0.5144359,0.19594969,0.49905413,-0.013046984,0.13603824,0.58767605,0.15812205,73.176147488,Poor,Low,Low,High
QUILING,Week 8,LSTM,0.22315508,0.502819,0.18705142,0.55859274,0.0055065975,0.098216675,0.5739791,0.17283198,73.17552626422705,Poor,Low,Low,High
QUILING,Week 8,CNN-LSTM,0.21327586,0.48355725,0.19411191,0.5582415,0.0029396086,0.08051493,0.5609073,0.17932725,73.17523551092754,Poor,Low,Low,High
QUILING,Week 9,CNN,0.26743504,0.4810636,0.22183965,0.4788096,-0.017794307,0.10476008,0.55382353,0.14445627,73.17563374044444,Poor,Low,Low,High
QUILING,Week 9,LSTM,0.23654835,0.50749636,0.19107233,0.5610346,0.0097958315,0.10014761,0.5782213,0.18316936,73.17555798006764,Poor,Low,Low,High
QUILING,Week 9,CNN-LSTM,0.222079,0.48700663,0.18124199,0.56292605,0.0038617959,0.083851896,0.5709031,0.18612112,73.1752903209971,Poor,Low,Low,High
QUILING,Week 10,CNN,0.26755488,0.50028485,0.20508972,0.454583,-0.008607451,0.12202533,0.57976377,0.17170416,73.17591732426087,Poor,Low,Low,High
QUILING,Week 10,LSTM,0.25057077,0.50978404,0.19303556,0.5585047,0.009133351,0.10006932,0.5740519,0.18941364,73.17555669414493,Poor,Low,Low,High
QUILING,Week 10,CNN-LSTM,0.23311625,0.489035,0.18639642,0.5600994,0.007950142,0.07850506,0.5614648,0.18264535,73.17520249857004,Poor,Low,Low,High
QUILING,Week 11,CNN,0.28517213,0.51247233,0.18497767,0.51059073,0.010454569,0.11928244,0.58735704,0.20185977,73.17587227196135,Poor,Low,Low,High
QUILING,Week 11,LSTM,0.2603548,0.51933956,0.19210292,0.54936755,0.013273918,0.099984,0.5810959,0.19869855,73.17555529275363,Poor,Low,Low,High
QUILING,Week 11,CNN-LSTM,0.24359949,0.49096552,0.18504554,0.5367391,0.01058987,0.08467705,0.5607549,0.18931769,73.17530387425121,Poor,Low,Low,High
QUILING,Week 12,CNN,0.30289498,0.47722706,0.18345882,0.5100865,0.015163384,0.12546712,0.591411,0.21661243,73.17597385607729,Poor,Low,Low,High
QUILING,Week 12,LSTM,0.27229986,0.52177197,0.18941058,0.5469129,0.013396863,0.09878839,0.5872134,0.20972675,73.17553565471498,Poor,Low,Low,High
QUILING,Week 12,CNN-LSTM,0.26105633,0.49925223,0.19184056,0.53064054,0.0088082,0.08439441,0.5554375,0.19189642,73.17529923185508,Poor,Low,Low,High
QUILING,Week 13,CNN,0.29614937,0.4616916,0.17505725,0.47794753,0.014009875,0.12881474,0.5754876,0.21120343,73.1760288411401,Poor,Low,Low,High
QUILING,Week 13,LSTM,0.28352514,0.5238415,0.18894951,0.54664373,0.013047199,0.10069846,0.5916113,0.2184586,73.1755670278454,Poor,Low,Low,High
QUILING,Week 13,CNN-LSTM,0.26624462,0.50942755,0.18740976,0.5224351,0.013062583,0.08555243,0.5632053,0.20755453,73.17531825247343,Poor,Low,Low,High
QUILING,Week 14,CNN,0.29118082,0.4962438,0.19929919,0.49615017,0.0019018687,0.12535182,0.5819331,0.20909849,73.17597196226087,Poor,Low,Low,High
QUILING,Week 14,LSTM,0.2868219,0.5263267,0.18539318,0.54378515,0.014806786,0.102524884,0.59673077,0.22351569,73.17559702708019,Poor,Low,Low,High
QUILING,Week 14,CNN-LSTM,0.27240965,0.5052824,0.18403172,0.5155688,0.0125127155,0.087804906,0.55786896,0.21036725,73.17535524966377,Poor,Low,Low,High
QUILING,Week 15,CNN,0.294484,0.49868774,0.20226423,0.49835503,0.016157068,0.13431676,0.5867658,0.208677,73.17611921248309,Poor,Low,Low,High
QUILING,Week 15,LSTM,0.29245687,0.52746034,0.18682934,0.5412447,0.015698904,0.10195217,0.5972049,0.22693968,73.17558762018358,Poor,Low,Low,High
QUILING,Week 15,CNN-LSTM,0.2730217,0.5083675,0.18553515,0.5106772,0.0141581185,0.088627204,0.56160253,0.21747892,73.17536875600773,Poor,Low,Low,High
QUILING,Week 16,CNN,0.29926646,0.5072482,0.2091929,0.49517325,0.019624855,0.12716727,0.6000063,0.21497343,73.17600178124637,Poor,Low,Low,High
QUILING,Week 16,LSTM,0.2974788,0.5299941,0.18723682,0.5398265,0.016114399,0.101688884,0.599032,0.23144564,73.17558329567923,Poor,Low,Low,High
QUILING,Week 16,CNN-LSTM,0.28032866,0.5074978,0.18535729,0.50424653,0.01464341,0.08774504,0.55768615,0.22046103,73.17535426635749,Poor,Low,Low,High
QUILING,Week 17,CNN,0.30356282,0.50588524,0.21586192,0.49455708,0.012590906,0.11850806,0.6002162,0.21219374,73.17585955267633,Poor,Low,Low,High
QUILING,Week 17,LSTM,0.30162644,0.53495973,0.19044086,0.5391267,0.016716316,0.10198439,0.60293067,0.23568141,73.17558814940097,Poor,Low,Low,High
QUILING,Week 17,CNN-LSTM,0.27997106,0.511723,0.18709575,0.49965402,0.015809925,0.08878409,0.56138784,0.22494672,73.17537133287922,Poor,Low,Low,High
QUILING,Week 18,CNN,0.31412873,0.4909261,0.20087671,0.4913387,0.020673634,0.12132485,0.5977039,0.20691213,73.17590581879227,Poor,Low,Low,High
QUILING,Week 18,LSTM,0.30559584,0.5374945,0.19333422,0.5377534,0.016507035,0.10126599,0.6041659,0.23765412,73.1755763495942,Poor,Low,Low,High
QUILING,Week 18,CNN-LSTM,0.28422242,0.51100475,0.1866214,0.4934434,0.016950034,0.08940843,0.5603004,0.22781007,73.17538158773912,Poor,Low,Low,High
QUILING,Week 19,CNN,0.31455016,0.4922898,0.20468558,0.50034314,0.020127825,0.12386293,0.5944261,0.21070427,73.1759475070628,Poor,Low,Low,High
QUILING,Week 19,LSTM,0.30634686,0.53997153,0.19266121,0.5358704,0.016411025,0.10112736,0.6064134,0.23998052,73.1755740725797,Poor,Low,Low,High
QUILING,Week 19,CNN-LSTM,0.28577086,0.51244056,0.18648888,0.49221823,0.017592149,0.08978765,0.5629563,0.23147261,73.17538781647343,Poor,Low,Low,High
QUILING,Week 20,CNN,0.32311687,0.49749067,0.20686875,0.4960245,0.013700217,0.123526715,0.59142804,0.21278137,73.17594198469082,Poor,Low,Low,High
QUILING,Week 20,LSTM,0.3074551,0.5417574,0.19334906,0.5372919,0.016788669,0.10080212,0.6081687,0.24162748,73.17556873047343,Poor,Low,Low,High
QUILING,Week 20,CNN-LSTM,0.28807947,0.5108857,0.18451108,0.4876941,0.01796124,0.09037309,0.5616277,0.23319498,73.17539743239614,Poor,Low,Low,High
QUILING,Week 21,CNN,0.32547784,0.49647212,0.21303895,0.49093744,0.010689267,0.12583834,0.598975,0.21563561,73.17597995341063,Poor,Low,Low,High
QUILING,Week 21,LSTM,0.3123359,0.54291785,0.19470055,0.5374033,0.016740391,0.10064141,0.60697806,0.24258259,73.17556609079227,Poor,Low,Low,High
QUILING,Week 21,CNN-LSTM,0.29302654,0.5130434,0.18440765,0.4899365,0.01783183,0.090869404,0.5631733,0.23563133,73.17540558441353,Poor,Low,Low,High
QUILING,Week 22,CNN,0.33495894,0.5034581,0.21226473,0.49151352,0.013667611,0.12547642,0.60272783,0.21782157,73.17597400883092,Poor,Low,Low,High
QUILING,Week 22,LSTM,0.31640643,0.5456297,0.19673787,0.5377574,0.017010782,0.101124935,0.60750973,0.24387544,73.17557403274878,Poor,Low,Low,High
QUILING,Week 22,CNN-LSTM,0.2974749,0.5124767,0.18448862,0.4881638,0.018848993,0.09060266,0.5618729,0.23732084,73.17540120311111,Poor,Low,Low,High
QUILING,Week 23,CNN,0.34391433,0.5018635,0.20988798,0.49365616,0.018973783,0.122610636,0.60234094,0.2232531,73.17592693798261,Poor,Low,Low,High
QUILING,Week 23,LSTM,0.32206595,0.5482169,0.19920075,0.537445,0.017119281,0.101749256,0.6075624,0.24520752,73.17558428729662,Poor,Low,Low,High
QUILING,Week 23,CNN-LSTM,0.30418265,0.51639384,0.1881494,0.48676884,0.018950801,0.09054305,0.5626076,0.2385122,73.17540022400966,Poor,Low,Low,High
QUILING,Week 24,CNN,0.34784916,0.50236094,0.20901704,0.48921576,0.016058259,0.12367426,0.60390884,0.22706653,73.17594440813527,Poor,Low,Low,High
QUILING,Week 24,LSTM,0.32788005,0.5504594,0.20083173,0.5369606,0.017131867,0.102028415,0.6082095,0.24724329,73.17558887251691,Poor,Low,Low,High
QUILING,Week 24,CNN-LSTM,0.30963942,0.518241,0.1895063,0.48530158,0.019560553,0.089871384,0.56202865,0.24015787,73.17538919181449,Poor,Low,Low,High
QUILING,Week 25,CNN,0.34875906,0.503156,0.20776333,0.4867259,0.015565228,0.123131365,0.5986462,0.22592176,73.17593549101932,Poor,Low,Low,High
QUILING,Week 25,LSTM,0.33249298,0.55216306,0.20277599,0.53547376,0.01737867,0.10274624,0.6087068,0.24850523,73.17560066287922,Poor,Low,Low,High
QUILING,Week 25,CNN-LSTM,0.3159598,0.52208835,0.1907945,0.48421705,0.019714389,0.09018677,0.563316,0.2412717,73.17539437206763,Poor,Low,Low,High
QUILING,Week 26,CNN,0.3563366,0.5049228,0.20991778,0.48726386,0.015589921,0.123083346,0.5988814,0.22355887,73.17593470230145,Poor,Low,Low,High
QUILING,Week 26,LSTM,0.33545068,0.5530292,0.20356616,0.53327346,0.01782101,0.1029069,0.60843587,0.24895576,73.17560330173913,Poor,Low,Low,High
QUILING,Week 26,CNN-LSTM,0.31891364,0.52246237,0.19057891,0.48284677,0.020261683,0.09001626,0.5625019,0.24284142,73.17539157142029,Poor,Low,Low,High
QUILING,Week 27,CNN,0.358771,0.51047856,0.21263032,0.4850469,0.013700079,0.123760566,0.6007893,0.22498304,73.17594582572174,Poor,Low,Low,High
QUILING,Week 27,LSTM,0.34055483,0.55425954,0.20406295,0.5318836,0.017862912,0.10285936,0.60786223,0.24931908,73.17560252088889,Poor,Low,Low,High
QUILING,Week 27,CNN-LSTM,0.32546106,0.5249953,0.19157322,0.48034686,0.020150539,0.09003209,0.5625417,0.24335057,73.17539183142995,Poor,Low,Low,High
QUILING,Week 28,CNN,0.3641774,0.5140133,0.21678042,0.48590472,0.013121374,0.12139219,0.6024809,0.22497073,73.1759069248599,Poor,Low,Low,High
QUILING,Week 28,LSTM,0.3457669,0.5554968,0.20508999,0.53026545,0.018050365,0.102745436,0.6071951,0.24943677,73.17560064967343,Poor,Low,Low,High
QUILING,Week 28,CNN-LSTM,0.32995972,0.5262187,0.19186008,0.47897974,0.02049691,0.08952254,0.5617605,0.24393837,73.17538346200966,Poor,Low,Low,High
QUILING,Week 29,CNN,0.37099564,0.5125517,0.2150489,0.48386872,0.0141364075,0.12147712,0.6051759,0.2257716,73.1759083198454,Poor,Low,Low,High
QUILING,Week 29,LSTM,0.35133478,0.557285,0.20654424,0.5294238,0.01797488,0.102505885,0.606615,0.24947959,73.17559671501932,Poor,Low,Low,High
